date,symbol,name,instrument_type,action,strategy,score,score_details,price,entry,stop,target,reward_risk,qty,notional,estimated_round_trip_cost,reason
2026-05-03,XOM,Exxon Mobil,stock,WATCH,trend_pullback_setup,70.0,"radar pullback, distanza SMA20 0.30%",152.75,,,,,0.0,0.0,0.0,Setup pullback in formazione: trend primario positivo e prezzo tornato in zona utile; attendere recupero sopra SMA20.
2026-05-03,ASML.AS,ASML Holding,stock,WATCH,trend_pullback,93.6,"strategia +8.0, trend +18.0, R/R +0.0, RSI +10.0, rischio +2.0, volumi -0.4, universo +4.0, costi -15.0; opportunita +17.0, decisione NO_GO, grado A",1222.4,1222.4,1151.2819,1364.6362,2.0,0.06513,79.61,2.0,"Trend primario positivo, recente pullback verso medie brevi/intermedie, recupero sopra SMA20 e RSI in area non eccessivamente tirata. Momento non propizio: costi troppo pesanti."
2026-05-03,SU.PA,Schneider Electric,stock,WATCH,trend_pullback_setup,70.0,"radar pullback, distanza SMA20 1.77%",268.6,,,,,0.0,0.0,0.0,Setup pullback in formazione: trend primario positivo e prezzo tornato in zona utile; attendere recupero sopra SMA20.
2026-05-03,TTE.PA,TotalEnergies,stock,WATCH,trend_pullback,85.6,"strategia +8.0, trend +18.0, R/R +0.0, RSI +10.0, rischio +2.0, volumi +1.6, universo +0.0, costi -15.0; opportunita +11.0, decisione NO_GO, grado A",79.29,79.29,74.1,89.67,2.0,1.004098,79.61,2.0,"Trend primario positivo, recente pullback verso medie brevi/intermedie, recupero sopra SMA20 e RSI in area non eccessivamente tirata. Momento non propizio: costi troppo pesanti."
2026-05-03,NESN.SW,Nestle,stock,WATCH,trend_pullback_setup,70.0,"radar pullback, distanza SMA20 2.68%",79.05,,,,,0.0,0.0,0.0,Setup pullback in formazione: trend primario positivo e prezzo tornato in zona utile; attendere recupero sopra SMA20.
2026-05-03,NOVN.SW,Novartis,stock,WATCH,trend_pullback_setup,70.0,"radar pullback, distanza SMA20 -1.96%",115.9,,,,,0.0,0.0,0.0,Setup pullback in formazione: trend primario positivo e prezzo tornato in zona utile; attendere recupero sopra SMA20.
2026-05-03,ROG.SW,Roche,stock,WATCH,trend_pullback,83.4,"strategia +8.0, trend +9.3, R/R +0.0, RSI +5.0, rischio +8.0, volumi +0.2, universo +0.0, costi -15.0; opportunita +18.0, decisione NO_GO, grado A",318.4,318.4,308.1603,338.8794,2.0,0.229274,79.61,2.0,"Trend primario positivo, recente pullback verso medie brevi/intermedie, recupero sopra SMA20 e RSI in area non eccessivamente tirata. Momento non propizio: costi troppo pesanti."
2026-05-03,ENEL.MI,Enel,stock,WATCH,trend_pullback,90.1,"strategia +8.0, trend +12.7, R/R +0.0, RSI +10.0, rischio +8.0, volumi -1.6, universo +0.0, costi -15.0; opportunita +18.0, decisione NO_GO, grado A",9.924,9.924,9.6134,10.5452,2.0,8.02247,79.61,2.0,"Trend primario positivo, recente pullback verso medie brevi/intermedie, recupero sopra SMA20 e RSI in area non eccessivamente tirata. Momento non propizio: costi troppo pesanti."
2026-05-03,ENI.MI,Eni,stock,WATCH,trend_pullback,89.6,"strategia +8.0, trend +18.0, R/R +0.0, RSI +10.0, rischio +2.0, volumi -0.4, universo +0.0, costi -15.0; opportunita +17.0, decisione NO_GO, grado A",24.0,24.0,22.2,27.6,2.0,3.317291,79.61,2.0,"Trend primario positivo, recente pullback verso medie brevi/intermedie, recupero sopra SMA20 e RSI in area non eccessivamente tirata. Momento non propizio: costi troppo pesanti."
2026-05-03,ISP.MI,Intesa Sanpaolo,stock,WATCH,trend_pullback,84.4,"strategia +8.0, trend +2.6, R/R +0.0, RSI +10.0, rischio +8.0, volumi -0.2, universo +0.0, costi -15.0; opportunita +21.0, decisione NO_GO, grado A",5.775,5.775,5.568,6.189,2.0,13.786147,79.61,2.0,"Trend primario positivo, recente pullback verso medie brevi/intermedie, recupero sopra SMA20 e RSI in area non eccessivamente tirata. Momento non propizio: costi troppo pesanti."
2026-05-03,UCG.MI,UniCredit,stock,WATCH,trend_pullback_setup,70.0,"radar pullback, distanza SMA20 -0.17%",65.62,,,,,0.0,0.0,0.0,Setup pullback in formazione: trend primario positivo e prezzo tornato in zona utile; attendere recupero sopra SMA20.
2026-05-03,G.MI,Assicurazioni Generali,stock,WATCH,trend_pullback,68.9,"strategia +8.0, trend +7.4, R/R +0.0, RSI +5.0, rischio +8.0, volumi -2.5, universo +0.0, costi -15.0; opportunita +8.0, decisione NO_GO, grado C",38.1,38.1,37.0491,40.2018,2.0,2.089632,79.61,2.0,"Trend primario positivo, recente pullback verso medie brevi/intermedie, recupero sopra SMA20 e RSI in area non eccessivamente tirata. Momento non propizio: costi troppo pesanti."
2026-05-03,PRY.MI,Prysmian,stock,WATCH,near_breakout_setup,78.0,"radar breakout, distanza livello -0.04%, volume x1.85",127.95,,,,,0.0,0.0,0.0,Setup breakout in avvicinamento: prezzo vicino al massimo recente; attendere chiusura sopra livello con volumi adeguati.
2026-05-03,TRN.MI,Terna,stock,WATCH,trend_pullback,94.1,"strategia +8.0, trend +11.2, R/R +0.0, RSI +10.0, rischio +8.0, volumi +1.0, universo +0.0, costi -15.0; opportunita +21.0, decisione NO_GO, grado A",10.25,10.25,9.97,10.81,2.0,7.767317,79.61,2.0,"Trend primario positivo, recente pullback verso medie brevi/intermedie, recupero sopra SMA20 e RSI in area non eccessivamente tirata. Momento non propizio: costi troppo pesanti."
2026-05-03,PST.MI,Poste Italiane,stock,WATCH,trend_pullback,84.4,"strategia +8.0, trend +6.7, R/R +0.0, RSI +10.0, rischio +8.0, volumi +1.7, universo +0.0, costi -15.0; opportunita +15.0, decisione NO_GO, grado A",22.59,22.59,21.95,23.87,2.0,3.524347,79.61,2.0,"Trend primario positivo, recente pullback verso medie brevi/intermedie, recupero sopra SMA20 e RSI in area non eccessivamente tirata. Momento non propizio: costi troppo pesanti."
2026-05-03,PST.MI,Poste Italiane,stock,WATCH,controlled_breakout,92.4,"strategia +10.0, trend +6.7, R/R +0.0, RSI +10.0, rischio +8.0, volumi +1.7, universo +0.0, costi -15.0; opportunita +21.0, decisione NO_GO, grado A",22.59,22.59,22.1202,23.5296,2.0,3.524347,79.61,2.0,"Breakout sopra massimo recente in trend primario positivo, con volume superiore alla media e RSI sotto soglia estrema. Momento non propizio: costi troppo pesanti."
2026-05-03,CPR.MI,Campari,stock,WATCH,trend_pullback_setup,70.0,"radar pullback, distanza SMA20 -0.89%",6.3,,,,,0.0,0.0,0.0,Setup pullback in formazione: trend primario positivo e prezzo tornato in zona utile; attendere recupero sopra SMA20.
2026-05-04,SWDA.MI,iShares Core MSCI World UCITS ETF,etf,WATCH,near_breakout_setup,78.0,"radar breakout, distanza livello -0.09%, volume x1.83",117.45,,,,,0.0,0.0,0.0,Setup breakout in avvicinamento: prezzo vicino al massimo recente; attendere chiusura sopra livello con volumi adeguati.
2026-05-04,CSSPX.MI,iShares Core S&P 500 UCITS ETF,etf,WATCH,near_breakout_setup,57.0,"radar breakout, distanza livello -0.17%, volume x1.10",661.3,,,,,0.0,0.0,0.0,Setup breakout in avvicinamento: prezzo vicino al massimo recente; attendere chiusura sopra livello con volumi adeguati.
2026-05-04,EIMI.MI,iShares Core MSCI Emerging Markets IMI UCITS ETF,etf,WATCH,trend_pullback,90.9,"strategia +8.0, trend +12.0, R/R +0.0, RSI +5.0, rischio +8.0, volumi +4.0, universo +0.0, costi -15.0; forza relativa +4.0 (+4.24% vs SWDA.MI); opportunita +15.0, decisione NO_GO, grado A",44.94,44.94,43.65,47.52,2.0,1.771584,79.61,2.0,"Trend primario positivo, recente pullback verso medie brevi/intermedie, recupero sopra SMA20 e RSI in area non eccessivamente tirata. Forza relativa favorevole: +4.24% rispetto a SWDA.MI. Momento non propizio: costi troppo pesanti."
2026-05-04,EIMI.MI,iShares Core MSCI Emerging Markets IMI UCITS ETF,etf,WATCH,controlled_breakout,98.9,"strategia +10.0, trend +12.0, R/R +0.0, RSI +5.0, rischio +8.0, volumi +4.0, universo +0.0, costi -15.0; forza relativa +4.0 (+4.24% vs SWDA.MI); opportunita +21.0, decisione NO_GO, grado A",44.94,44.94,43.8365,47.147,2.0,1.771584,79.61,2.0,"Breakout sopra massimo recente in trend primario positivo, con volume superiore alla media e RSI sotto soglia estrema. Forza relativa favorevole: +4.24% rispetto a SWDA.MI. Momento non propizio: costi troppo pesanti."
2026-05-04,EXW1.MI,iShares Core EURO STOXX 50 UCITS ETF,etf,WATCH,trend_pullback_setup,70.0,"radar pullback, distanza SMA20 -1.64%",58.51,,,,,0.0,0.0,0.0,Setup pullback in formazione: trend primario positivo e prezzo tornato in zona utile; attendere recupero sopra SMA20.
2026-05-04,NVDA,NVIDIA,stock,WATCH,trend_pullback_setup,70.0,"radar pullback, distanza SMA20 -0.86%",196.46,,,,,0.0,0.0,0.0,Setup pullback in formazione: trend primario positivo e prezzo tornato in zona utile; attendere recupero sopra SMA20.
2026-05-04,AAPL,Apple,stock,WATCH,trend_pullback_setup,70.0,"radar pullback, distanza SMA20 3.31%",276.07,,,,,0.0,0.0,0.0,Setup pullback in formazione: trend primario positivo e prezzo tornato in zona utile; attendere recupero sopra SMA20.
2026-05-04,GOOGL,Alphabet,stock,WATCH,near_breakout_setup,52.0,"radar breakout, distanza livello 1.24%, volume x0.49",382.005,,,,,0.0,0.0,0.0,Setup breakout in avvicinamento: prezzo vicino al massimo recente; attendere chiusura sopra livello con volumi adeguati.
2026-05-04,AVGO,Broadcom,stock,WATCH,trend_pullback_setup,70.0,"radar pullback, distanza SMA20 4.09%",411.9,,,,,0.0,0.0,0.0,Setup pullback in formazione: trend primario positivo e prezzo tornato in zona utile; attendere recupero sopra SMA20.
2026-05-04,COST,Costco,stock,WATCH,trend_pullback,74.0,"strategia +8.0, trend +6.0, R/R +0.0, RSI +10.0, rischio +8.0, volumi -5.0, universo +2.0, costi -15.0; forza relativa -8.0 (-2.24% vs CSSPX.MI); opportunita +18.0, decisione NO_GO, grado B",1016.09,1016.09,983.6926,1080.8848,2.0,0.091674,79.61,2.0,"Trend primario positivo, recente pullback verso medie brevi/intermedie, recupero sopra SMA20 e RSI in area non eccessivamente tirata. Forza relativa debole: -2.24% rispetto a CSSPX.MI. Momento non propizio: costi troppo pesanti."
2026-05-04,WMT,Walmart,stock,WATCH,trend_pullback_setup,70.0,"radar pullback, distanza SMA20 1.89%",130.36,,,,,0.0,0.0,0.0,Setup pullback in formazione: trend primario positivo e prezzo tornato in zona utile; attendere recupero sopra SMA20.
2026-05-04,LLY,Eli Lilly,stock,WATCH,trend_pullback_setup,70.0,"radar pullback, distanza SMA20 4.74%",961.85,,,,,0.0,0.0,0.0,Setup pullback in formazione: trend primario positivo e prezzo tornato in zona utile; attendere recupero sopra SMA20.
2026-05-04,XOM,Exxon Mobil,stock,WATCH,trend_pullback,88.4,"strategia +8.0, trend +17.4, R/R +0.0, RSI +10.0, rischio +8.0, volumi -5.0, universo +0.0, costi -15.0; opportunita +15.0, decisione NO_GO, grado A",153.5801,153.5801,146.8905,166.9593,2.0,0.606521,79.61,2.0,"Trend primario positivo, recente pullback verso medie brevi/intermedie, recupero sopra SMA20 e RSI in area non eccessivamente tirata. Momento non propizio: costi troppo pesanti."
2026-05-04,ASML.AS,ASML Holding,stock,WATCH,trend_pullback_setup,70.0,"radar pullback, distanza SMA20 -2.62%",1187.4,,,,,0.0,0.0,0.0,Setup pullback in formazione: trend primario positivo e prezzo tornato in zona utile; attendere recupero sopra SMA20.
2026-05-04,SU.PA,Schneider Electric,stock,WATCH,trend_pullback_setup,70.0,"radar pullback, distanza SMA20 -1.66%",260.55,,,,,0.0,0.0,0.0,Setup pullback in formazione: trend primario positivo e prezzo tornato in zona utile; attendere recupero sopra SMA20.
2026-05-04,TTE.PA,TotalEnergies,stock,WATCH,trend_pullback_setup,70.0,"radar pullback, distanza SMA20 1.67%",78.65,,,,,0.0,0.0,0.0,Setup pullback in formazione: trend primario positivo e prezzo tornato in zona utile; attendere recupero sopra SMA20.
2026-05-04,NESN.SW,Nestle,stock,WATCH,trend_pullback_setup,70.0,"radar pullback, distanza SMA20 1.35%",78.17,,,,,0.0,0.0,0.0,Setup pullback in formazione: trend primario positivo e prezzo tornato in zona utile; attendere recupero sopra SMA20.
2026-05-04,ROG.SW,Roche,stock,WATCH,trend_pullback,75.4,"strategia +8.0, trend +9.3, R/R +0.0, RSI +5.0, rischio +8.0, volumi +0.2, universo +0.0, costi -15.0; forza relativa -8.0 (-4.32% vs EXW1.MI); opportunita +18.0, decisione NO_GO, grado B",318.4,318.4,308.1603,338.8794,2.0,0.229253,79.61,2.0,"Trend primario positivo, recente pullback verso medie brevi/intermedie, recupero sopra SMA20 e RSI in area non eccessivamente tirata. Forza relativa debole: -4.32% rispetto a EXW1.MI. Momento non propizio: costi troppo pesanti."
2026-05-04,ENEL.MI,Enel,stock,WATCH,trend_pullback_setup,70.0,"radar pullback, distanza SMA20 -1.23%",9.674,,,,,0.0,0.0,0.0,Setup pullback in formazione: trend primario positivo e prezzo tornato in zona utile; attendere recupero sopra SMA20.
2026-05-04,ENI.MI,Eni,stock,WATCH,trend_pullback_setup,70.0,"radar pullback, distanza SMA20 1.86%",23.895,,,,,0.0,0.0,0.0,Setup pullback in formazione: trend primario positivo e prezzo tornato in zona utile; attendere recupero sopra SMA20.
2026-05-04,ISP.MI,Intesa Sanpaolo,stock,WATCH,trend_pullback_setup,70.0,"radar pullback, distanza SMA20 -1.05%",5.625,,,,,0.0,0.0,0.0,Setup pullback in formazione: trend primario positivo e prezzo tornato in zona utile; attendere recupero sopra SMA20.
2026-05-04,G.MI,Assicurazioni Generali,stock,WATCH,trend_pullback_setup,70.0,"radar pullback, distanza SMA20 0.88%",37.4,,,,,0.0,0.0,0.0,Setup pullback in formazione: trend primario positivo e prezzo tornato in zona utile; attendere recupero sopra SMA20.
2026-05-04,TRN.MI,Terna,stock,WATCH,trend_pullback_setup,70.0,"radar pullback, distanza SMA20 -0.57%",10.1,,,,,0.0,0.0,0.0,Setup pullback in formazione: trend primario positivo e prezzo tornato in zona utile; attendere recupero sopra SMA20.
2026-05-04,PST.MI,Poste Italiane,stock,WATCH,trend_pullback_setup,70.0,"radar pullback, distanza SMA20 0.17%",22.08,,,,,0.0,0.0,0.0,Setup pullback in formazione: trend primario positivo e prezzo tornato in zona utile; attendere recupero sopra SMA20.
2026-05-04,CPR.MI,Campari,stock,WATCH,trend_pullback_setup,70.0,"radar pullback, distanza SMA20 -1.97%",6.238,,,,,0.0,0.0,0.0,Setup pullback in formazione: trend primario positivo e prezzo tornato in zona utile; attendere recupero sopra SMA20.
2026-05-05,SWDA.MI,iShares Core MSCI World UCITS ETF,etf,WATCH,near_breakout_setup,78.0,"radar breakout, distanza livello -0.09%, volume x3.06",118.21,,,,,0.0,0.0,0.0,Setup breakout in avvicinamento: prezzo vicino al massimo recente; attendere chiusura sopra livello con volumi adeguati.
2026-05-05,CSSPX.MI,iShares Core S&P 500 UCITS ETF,etf,WATCH,near_breakout_setup,61.2,"radar breakout, distanza livello -0.17%, volume x1.52",665.96,,,,,0.0,0.0,0.0,Setup breakout in avvicinamento: prezzo vicino al massimo recente; attendere chiusura sopra livello con volumi adeguati.
2026-05-05,EXW1.MI,iShares Core EURO STOXX 50 UCITS ETF,etf,WATCH,trend_pullback_setup,70.0,"radar pullback, distanza SMA20 -1.64%",58.51,,,,,0.0,0.0,0.0,Setup pullback in formazione: trend primario positivo e prezzo tornato in zona utile; attendere recupero sopra SMA20.
2026-05-05,NVDA,NVIDIA,stock,WATCH,trend_pullback_setup,70.0,"radar pullback, distanza SMA20 -0.64%",197.98,,,,,0.0,0.0,0.0,Setup pullback in formazione: trend primario positivo e prezzo tornato in zona utile; attendere recupero sopra SMA20.
2026-05-05,AAPL,Apple,stock,WATCH,trend_pullback,61.9,"strategia +8.0, trend +5.9, R/R +0.0, RSI +5.0, rischio +2.0, volumi -5.0, universo +4.0, costi -2.0; forza relativa -8.0 (-11.83% vs EQQQ.MI); opportunita +2.0, decisione NO_GO, grado D",281.3574,281.3574,265.07,313.9322,2.0,1.796499,431.86,2.0,"Trend primario positivo, recente pullback verso medie brevi/intermedie, recupero sopra SMA20 e RSI in area non eccessivamente tirata. Forza relativa debole: -11.83% rispetto a EQQQ.MI. Momento non propizio: prezzo troppo distante dalla SMA20."
2026-05-05,GOOGL,Alphabet,stock,WATCH,near_breakout_setup,52.0,"radar breakout, distanza livello -0.01%, volume x0.43",387.43,,,,,0.0,0.0,0.0,Setup breakout in avvicinamento: prezzo vicino al massimo recente; attendere chiusura sopra livello con volumi adeguati.
2026-05-05,AVGO,Broadcom,stock,WATCH,near_breakout_setup,66.0,"radar breakout, distanza livello -0.12%, volume x0.41",429.83,,,,,0.0,0.0,0.0,Setup breakout in avvicinamento: prezzo vicino al massimo recente; attendere chiusura sopra livello con volumi adeguati.
2026-05-05,COST,Costco,stock,WATCH,trend_pullback,100.0,"strategia +8.0, trend +6.0, R/R +0.0, RSI +10.0, rischio +8.0, volumi -5.0, universo +2.0, costi -2.0; forza relativa -8.0 (-4.77% vs CSSPX.MI); opportunita +30.0, decisione GO, grado A; fondamentali +6.0",1015.17,1015.17,983.6926,1078.1248,2.0,0.576461,500.0,2.0,"Trend primario positivo, recente pullback verso medie brevi/intermedie, recupero sopra SMA20 e RSI in area non eccessivamente tirata. Forza relativa debole: -4.77% rispetto a CSSPX.MI. Momento propizio: checklist A, score opportunità 99.0. Fondamentali: strong (73.8/100, qualita fondamentale forte). Allocazione: non scelto oggi (limite nuovi ingressi gia raggiunto)."
2026-05-05,WMT,Walmart,stock,WATCH,trend_pullback,100.0,"strategia +8.0, trend +14.0, R/R +0.0, RSI +10.0, rischio +8.0, volumi -5.0, universo +2.0, costi -2.0; forza relativa -8.0 (-6.23% vs CSSPX.MI); opportunita +30.0, decisione GO, grado A",131.03,131.03,125.91,141.27,2.0,4.466198,500.0,2.0,"Trend primario positivo, recente pullback verso medie brevi/intermedie, recupero sopra SMA20 e RSI in area non eccessivamente tirata. Forza relativa debole: -6.23% rispetto a CSSPX.MI. Momento propizio: checklist A, score opportunità 100.0. Fondamentali: mixed (59.8/100, fondamentali misti, senza vantaggio chiaro). Allocazione: non scelto oggi (limite nuovi ingressi gia raggiunto)."
2026-05-05,LLY,Eli Lilly,stock,WATCH,trend_pullback,30.5,"strategia +8.0, trend +5.5, R/R +0.0, RSI +10.0, rischio -8.0, volumi -5.0, universo +2.0, costi -15.0; forza relativa -8.0 (-13.34% vs CSSPX.MI); opportunita -9.0, decisione NO_GO, grado D",982.23,982.23,850.51,1245.67,2.0,0.22214,186.42,2.0,"Trend primario positivo, recente pullback verso medie brevi/intermedie, recupero sopra SMA20 e RSI in area non eccessivamente tirata. Forza relativa debole: -13.34% rispetto a CSSPX.MI. Momento non propizio: prezzo troppo distante dalla SMA20, distanza stop non efficiente."
2026-05-05,CAT,Caterpillar,stock,WATCH,near_breakout_setup,66.0,"radar breakout, distanza livello 0.36%, volume x0.50",901.79,,,,,0.0,0.0,0.0,Setup breakout in avvicinamento: prezzo vicino al massimo recente; attendere chiusura sopra livello con volumi adeguati.
2026-05-05,XOM,Exxon Mobil,stock,WATCH,trend_pullback,100.0,"strategia +8.0, trend +17.8, R/R +0.0, RSI +10.0, rischio +8.0, volumi -5.0, universo +0.0, costi -2.0; opportunita +30.0, decisione GO, grado A; fondamentali +3.0",155.07,155.07,146.95,171.31,2.0,3.603485,477.43,2.0,"Trend primario positivo, recente pullback verso medie brevi/intermedie, recupero sopra SMA20 e RSI in area non eccessivamente tirata. Momento propizio: checklist A, score opportunità 100.0. Fondamentali: healthy (63.2/100, fondamentali sani). Allocazione: non scelto oggi (limite nuovi ingressi gia raggiunto)."
2026-05-05,ASML.AS,ASML Holding,stock,WATCH,trend_pullback,100.0,"strategia +8.0, trend +18.0, R/R +0.0, RSI +10.0, rischio +2.0, volumi -2.8, universo +4.0, costi -2.0; forza relativa +7.0 (+9.88% vs EXW1.MI); opportunita +26.0, decisione GO, grado A; fondamentali +6.0",1229.0,1229.0,1157.54,1371.92,2.0,0.349846,429.96,2.0,"Trend primario positivo, recente pullback verso medie brevi/intermedie, recupero sopra SMA20 e RSI in area non eccessivamente tirata. Forza relativa favorevole: +9.88% rispetto a EXW1.MI. Momento propizio: checklist A, score opportunità 100.0. Fondamentali: strong (77.9/100, qualita fondamentale forte). Allocazione: non scelto oggi (limite nuovi ingressi gia raggiunto)."
2026-05-05,SU.PA,Schneider Electric,stock,BUY,trend_pullback,100.0,"strategia +8.0, trend +9.8, R/R +0.0, RSI +10.0, rischio +8.0, volumi -0.7, universo +2.0, costi -2.0; forza relativa +7.0 (+12.50% vs EXW1.MI); opportunita +33.0, decisione GO, grado A; fondamentali +3.0",272.95,272.95,259.9486,298.9528,2.0,1.831837,500.0,2.0,"Trend primario positivo, recente pullback verso medie brevi/intermedie, recupero sopra SMA20 e RSI in area non eccessivamente tirata. Forza relativa favorevole: +12.50% rispetto a EXW1.MI. Momento propizio: checklist A, score opportunità 100.0. Fondamentali: healthy (67.5/100, fondamentali sani). Allocazione: selezionato dal motore finale per qualita del segnale e coerenza del portafoglio."
2026-05-05,TTE.PA,TotalEnergies,stock,WATCH,trend_pullback,100.0,"strategia +8.0, trend +18.0, R/R +0.0, RSI +10.0, rischio +8.0, volumi -3.4, universo +0.0, costi -2.0; forza relativa +7.0 (+31.95% vs EXW1.MI); opportunita +24.0, decisione GO, grado A; fondamentali +6.0",79.3,79.3,76.259,85.382,2.0,6.30517,500.0,2.0,"Trend primario positivo, recente pullback verso medie brevi/intermedie, recupero sopra SMA20 e RSI in area non eccessivamente tirata. Forza relativa favorevole: +31.95% rispetto a EXW1.MI. Momento propizio: checklist A, score opportunità 100.0. Fondamentali: strong (75.5/100, qualita fondamentale forte). Allocazione: non scelto oggi (limite nuovi ingressi gia raggiunto)."
2026-05-05,NESN.SW,Nestle,stock,WATCH,trend_pullback_setup,70.0,"radar pullback, distanza SMA20 0.42%",77.57,,,,,0.0,0.0,0.0,Setup pullback in formazione: trend primario positivo e prezzo tornato in zona utile; attendere recupero sopra SMA20.
2026-05-05,ROG.SW,Roche,stock,WATCH,trend_pullback_setup,70.0,"radar pullback, distanza SMA20 -0.38%",316.5,,,,,0.0,0.0,0.0,Setup pullback in formazione: trend primario positivo e prezzo tornato in zona utile; attendere recupero sopra SMA20.
2026-05-05,ENEL.MI,Enel,stock,WATCH,trend_pullback_setup,70.0,"radar pullback, distanza SMA20 -0.84%",9.71,,,,,0.0,0.0,0.0,Setup pullback in formazione: trend primario positivo e prezzo tornato in zona utile; attendere recupero sopra SMA20.
2026-05-05,ENI.MI,Eni,stock,WATCH,trend_pullback,100.0,"strategia +8.0, trend +18.0, R/R +0.0, RSI +10.0, rischio +8.0, volumi -4.7, universo +0.0, costi -2.0; forza relativa +7.0 (+41.14% vs EXW1.MI); opportunita +30.0, decisione GO, grado A",23.965,23.965,22.76,26.375,2.0,20.746888,497.2,2.0,"Trend primario positivo, recente pullback verso medie brevi/intermedie, recupero sopra SMA20 e RSI in area non eccessivamente tirata. Forza relativa favorevole: +41.14% rispetto a EXW1.MI. Momento propizio: checklist A, score opportunità 100.0. Fondamentali: mixed (52.0/100, fondamentali misti, senza vantaggio chiaro). Segnale non eseguito in paper: Esiste già una posizione aperta su questo strumento."
2026-05-05,ISP.MI,Intesa Sanpaolo,stock,WATCH,trend_pullback,100.0,"strategia +8.0, trend +2.3, R/R +0.0, RSI +10.0, rischio +8.0, volumi -1.0, universo +0.0, costi -2.0; opportunita +33.0, decisione GO, grado A; fondamentali +6.0",5.76,5.76,5.5497,6.1806,2.0,86.805555,500.0,2.0,"Trend primario positivo, recente pullback verso medie brevi/intermedie, recupero sopra SMA20 e RSI in area non eccessivamente tirata. Momento propizio: checklist A, score opportunità 100.0. Trimestrale troppo vicina: 2026-05-08 (tra 3 giorni)."
2026-05-05,UCG.MI,UniCredit,stock,WATCH,trend_pullback,100.0,"strategia +8.0, trend +2.8, R/R +0.0, RSI +10.0, rischio +2.0, volumi +8.0, universo +0.0, costi -2.0; forza relativa -8.0 (-2.24% vs EXW1.MI); opportunita +27.0, decisione GO, grado A; fondamentali +6.0",67.82,67.82,63.05,77.36,2.0,5.24109,355.45,2.0,"Trend primario positivo, recente pullback verso medie brevi/intermedie, recupero sopra SMA20 e RSI in area non eccessivamente tirata. Forza relativa debole: -2.24% rispetto a EXW1.MI. Momento propizio: checklist A, score opportunità 97.8. Trimestrale troppo vicina: 2026-05-05 (tra 0 giorni)."
2026-05-05,G.MI,Assicurazioni Generali,stock,WATCH,trend_pullback,100.0,"strategia +8.0, trend +7.6, R/R +0.0, RSI +5.0, rischio +8.0, volumi -1.9, universo +0.0, costi -2.0; forza relativa +7.0 (+9.94% vs EXW1.MI); opportunita +20.0, decisione GO, grado A; fondamentali +6.0",38.25,38.25,37.09,40.57,2.0,13.071895,500.0,2.0,"Trend primario positivo, recente pullback verso medie brevi/intermedie, recupero sopra SMA20 e RSI in area non eccessivamente tirata. Forza relativa favorevole: +9.94% rispetto a EXW1.MI. Momento propizio: checklist A, score opportunità 100.0. Fondamentali: strong (72.8/100, qualita fondamentale forte). Allocazione: non scelto oggi (limite nuovi ingressi gia raggiunto)."
2026-05-05,LDO.MI,Leonardo,stock,WATCH,trend_pullback_setup,70.0,"radar pullback, distanza SMA20 -4.08%",53.28,,,,,0.0,0.0,0.0,Setup pullback in formazione: trend primario positivo e prezzo tornato in zona utile; attendere recupero sopra SMA20.
2026-05-05,TRN.MI,Terna,stock,WATCH,trend_pullback_setup,70.0,"radar pullback, distanza SMA20 -0.28%",10.135,,,,,0.0,0.0,0.0,Setup pullback in formazione: trend primario positivo e prezzo tornato in zona utile; attendere recupero sopra SMA20.
2026-05-05,PST.MI,Poste Italiane,stock,WATCH,trend_pullback,100.0,"strategia +8.0, trend +5.6, R/R +0.0, RSI +10.0, rischio +8.0, volumi +6.4, universo +0.0, costi -2.0; opportunita +37.0, decisione GO, grado A; fondamentali +3.0",22.22,22.22,21.5848,23.4904,2.0,22.50225,500.0,2.0,"Trend primario positivo, recente pullback verso medie brevi/intermedie, recupero sopra SMA20 e RSI in area non eccessivamente tirata. Momento propizio: checklist A, score opportunità 100.0. Quality gate fondamentale non superato: balance_sheet sotto soglia."
2026-05-05,CPR.MI,Campari,stock,WATCH,trend_pullback_setup,70.0,"radar pullback, distanza SMA20 -0.37%",6.35,,,,,0.0,0.0,0.0,Setup pullback in formazione: trend primario positivo e prezzo tornato in zona utile; attendere recupero sopra SMA20.
2026-05-06,EIMI.MI,iShares Core MSCI Emerging Markets IMI UCITS ETF,etf,WATCH,controlled_breakout,82.4,"strategia +10.0, trend +14.0, R/R +0.0, RSI +0.0, rischio +8.0, volumi +2.4, universo +0.0, costi -15.0; forza relativa +7.0 (+6.95% vs SWDA.MI); opportunita +6.0, decisione NO_GO, grado A",46.795,46.795,45.2174,49.9502,2.0,1.245539,58.28,2.0,"Breakout sopra massimo recente in trend primario positivo, con volume superiore alla media e RSI sotto soglia estrema. Forza relativa favorevole: +6.95% rispetto a SWDA.MI. Momento non propizio: momentum poco equilibrato, costi troppo pesanti."
2026-05-06,EXW1.MI,iShares Core EURO STOXX 50 UCITS ETF,etf,WATCH,trend_pullback_setup,70.0,"radar pullback, distanza SMA20 -1.64%",58.51,,,,,0.0,0.0,0.0,Setup pullback in formazione: trend primario positivo e prezzo tornato in zona utile; attendere recupero sopra SMA20.
