Date,Close,High,Low,Open,Volume
2026-07-09,0.8755000233650208,0.8755599856376648,0.8733000159263611,0.8755099773406982,0
2026-07-10,0.8746299743652344,0.8757799863815308,0.8723999857902527,0.8745999932289124,0
2026-07-13,0.8768500089645386,0.8782100081443787,0.8736900091171265,0.8769099712371826,0
2026-07-14,0.8784000277519226,0.8788300156593323,0.8725000023841858,0.8784499764442444,0
2026-07-15,0.8752999901771545,0.8766899704933167,0.8737000226974487,0.8752400279045105,0
2026-07-16,0.8718199729919434,0.8742499947547913,0.8712000250816345,0.8715999722480774,0
2026-07-17,0.873769998550415,0.8752400279045105,0.8730999827384949,0.8736000061035156,0
2026-07-20,0.8750699758529663,0.8767899870872498,0.8733999729156494,0.8751099705696106,0
2026-07-21,0.8758000135421753,0.8769400119781494,0.875,0.8759599924087524,0
2026-07-22,0.8762999773025513,0.8770999908447266,0.8754000067710876,0.8769000172615051,0
