Date,Close,High,Low,Open,Volume
2025-02-12,559.4578857421875,559.6065438100771,554.344907012548,556.8915080152441,1722200
2025-02-13,561.15234375,562.2225246118401,556.3563973152415,560.4487882842874,1709500
2025-02-14,559.616455078125,564.0556341017628,558.9921879680161,560.8550706967095,1927400
2025-02-18,563.4313354492188,563.4511726513746,556.4059419223039,559.7551632058002,2064100
2025-02-19,563.3223266601562,565.502302025408,561.4891999207811,562.3215156643404,2459100
2025-02-20,558.1499633789062,563.3223932632483,553.9485283240052,562.9756050756422,2181900
2025-02-21,552.4324951171875,559.6560797711886,551.5109723367472,556.3167768375905,2256100
2025-02-24,553.908935546875,556.3465529928427,551.7190412384507,553.3441195357625,1752500
2025-02-25,558.89306640625,560.8847093169854,547.6563200396017,557.3175208878154,3609500
2025-02-26,556.1583251953125,561.5190277069609,554.503490959906,557.4663107230201,2028000
2025-02-27,559.6759643554688,569.4659880602252,558.8634251677462,560.4191338038302,2436500
2025-02-28,571.0612182617188,571.1801205158821,558.8633347747251,562.1332677227648,3205400
2025-03-03,569.6838989257812,576.9273206785583,564.8087247620332,572.071983718171,3092600
2025-03-04,550.0146484375,567.9795323804469,546.9825201307971,565.264496897361,3318100
2025-03-05,553.2152709960938,555.8807742419125,546.2988606951877,547.547394922644,2795400
2025-03-06,544.8125610351562,550.6191769903495,539.7292773039409,543.504575582985,3133200
2025-03-07,541.7903442382812,545.3674518638876,531.395890963373,542.0875999103446,3161300
2025-03-10,532.2281494140625,543.5639614933607,527.1746220964503,533.2487976705074,3893400
2025-03-11,521.01123046875,533.1496628031289,517.4935744187237,532.3074284246982,4582600
2025-03-12,519.86181640625,527.8583255341163,514.5308103210059,525.6783501030969,2810800
2025-03-13,515.095703125,523.7164806054245,512.9950157087122,519.7231545064252,2375800
2025-03-14,522.8345336914062,523.597479791192,516.2054604411951,517.8403967801175,2369500
2025-03-17,527.1448364257812,528.6212564201303,516.7305476601357,518.484446555602,2544800
2025-03-18,525.361328125,527.7394944576321,520.7239582077212,527.4917713179531,2363300
2025-03-19,531.2076416015625,532.7236758333502,524.7569210860452,526.7287876872821,2804300
2025-03-20,531.494873046875,535.5674263165116,527.6997382014241,528.7401631308483,2598600
2025-03-21,530.811279296875,533.149771405885,525.9261858524777,530.5635561375489,5973400
2025-03-24,538.7184448242188,540.4921808961695,533.3379064431119,534.4377824729979,2758700
2025-03-25,540.1950073242188,542.19662981896,537.0638131792997,540.977851219914,2138200
2025-03-26,544.0694580078125,546.0116294579402,540.1554197760088,542.1570423685235,2681600
2025-03-27,552.4918823242188,556.7130936218364,542.8108442298833,544.0692969303363,2901200
2025-03-28,535.6864624023438,553.5027534218508,535.1712393489121,549.182415492294,2656400
2025-03-31,543.1279907226562,546.4078424691913,526.1837532123807,527.3133246949282,4741800
2025-04-01,543.514404296875,546.1303747685782,539.0454698608669,541.8199565069432,2714900
2025-04-02,542.3947143554688,544.5251573156064,536.7169199678651,537.9158611261507,2994600
2025-04-03,525.7180786132812,535.0721075639658,522.2004218334108,523.6074724495015,3443500
