Date,Close,High,Low,Open,Volume
2025-02-03,700.562255859375,702.3385672629453,682.5029192648318,685.8582209856038,1009983
2025-02-04,703.029296875,707.6674260923983,693.4568761452324,703.4239992380151,673080
2025-02-05,696.8121948242188,699.7727339217282,684.4766152512626,693.1609114564815,589980
2025-02-06,705.8912353515625,705.8912353515625,696.121491889056,700.6609613485246,730446
2025-02-07,693.7529907226562,706.8780352574313,691.8779585466933,704.904342538448,676631
2025-02-10,709.1019897460938,711.3766423547212,698.5198419827557,700.5967459528495,705973
2025-02-11,715.6292724609375,718.6951611102,707.717395218195,708.3108222291004,560372
2025-02-12,710.486572265625,717.8050222061834,699.8054901227696,716.1237362864501,699310
2025-02-13,729.7717895507812,730.3651561892823,710.9810814023772,719.9808174756905,775991
2025-02-14,724.1345825195312,736.6946998156386,721.2665028509123,732.0464598256985,759158
2025-02-17,719.7830200195312,722.2554816576602,710.6843491186502,718.0028597126451,445320
2025-02-18,708.310791015625,722.651067886156,706.9261884140278,719.8819230457921,678430
2025-02-19,709.5964965820312,713.0579429068216,702.0802372790483,705.640557925128,683919
2025-02-20,702.0802612304688,715.2337456408358,699.7066738102186,701.7835175308107,665740
2025-02-21,702.2778930664062,710.2887040051457,695.058318044697,702.871320004179,748403
2025-02-24,705.6405029296875,707.8162810939776,694.6627981574826,701.882373571093,569212
2025-02-25,690.1134643554688,697.3330400987876,680.520301349466,688.3333040898716,896194
2025-02-26,706.6295166015625,708.0141192256904,690.7068882382483,694.1683344357367,667549
2025-02-27,691.3991088867188,707.2228624677653,689.6189486814169,701.2889548748728,768323
2025-02-28,671.1249389648438,678.9379416077197,662.6196953782552,667.5646184780929,1972948
2025-03-03,682.6961669921875,690.608045063342,668.9493150612599,671.5206512892494,882978
2025-03-04,653.224365234375,672.5095660247918,650.455220270369,665.5866734333601,1074324
2025-03-05,665.2899780273438,676.0698743633938,665.2899780273438,666.2789626653024,915005
2025-03-06,662.6196899414062,673.3007116768509,650.8507489152253,670.4326925201758,755847
2025-03-07,658.6637573242188,669.7403971475826,655.4989944657103,663.4108714305659,746863
2025-03-10,631.961181640625,665.5866592240072,621.6757172935165,662.718579637939,1198808
2025-03-11,625.038330078125,642.3455623192124,617.3242614946646,634.631493735752,1041466
2025-03-12,638.3895263671875,646.8947693432929,627.0162040539069,632.752302365431,806867
2025-03-13,635.3237915039062,644.6202114088272,631.1700437169761,632.4557117464738,763405
2025-03-14,648.4771728515625,653.1254122470822,637.1038506783759,637.7961519267002,630478
2025-03-17,654.0155639648438,658.4659950735211,642.8400490311765,645.3125107582194,616812
2025-03-18,658.56494140625,667.465803781006,652.5320984678802,657.6748310236399,631607
2025-03-19,665.685546875,668.0591341912047,654.015540023131,658.7626542927077,642781
2025-03-20,665.0922241210938,679.2346935428485,661.8285866180483,668.5536706406831,749026
2025-03-21,653.4221801757812,663.5098358303865,648.8728144995148,659.257153481025,1709687
2025-03-24,667.1690673828125,669.5426548538694,658.4660139269987,660.5429180548826,646957
2025-03-25,667.2680053710938,673.4985970598732,660.7406699748376,665.5867192676867,542626
2025-03-26,649.9607543945312,667.2679865774807,649.0706440228454,667.2679865774807,576726
2025-03-27,635.4226684570312,646.3015001348948,633.6425080732207,642.8400536919382,770223
2025-03-28,618.708740234375,632.8512682730832,616.4340877320162,628.005219598764,848638
2025-03-31,599.3247680664062,610.7969672043897,595.9621957175974,609.8079824386035,957426
2025-04-01,612.8738403320312,613.7638903583724,600.6104057134137,605.555329291431,678551
2025-04-02,609.51123046875,613.5661037697199,604.2696238726991,608.2255624905235,678930
2025-04-03,572.3253784179688,592.9951195574849,569.4572990414542,592.3028786539645,1145270
2025-04-04,557.88623046875,579.9406369896317,538.7988383327581,563.7212641905933,1994082
2025-04-07,543.9415893554688,589.6326949338954,502.79981946975334,510.3161092862216,2619138
2025-04-08,567.4794311523438,577.7648965828381,556.5017246948361,562.3366984370966,1369655
2025-04-09,548.1941528320312,560.0619680563776,536.4252722855856,538.9966081057288,1414276
2025-04-10,571.2374877929688,622.5658133051152,570.4463121758698,616.1374133265873,1491684
2025-04-11,570.9407958984375,588.5447096562611,565.6003152911856,584.3910226382305,1068286
2025-04-14,583.5009155273438,594.083062847609,583.5009155273438,591.4127923480535,856536
2025-04-15,598.7313232421875,602.4894527893251,589.6326525113903,590.028210148397,933990
2025-04-16,567.6771850585938,576.4791725260637,553.1390987345268,559.76530791492,1525857
2025-04-17,557.9851684570312,574.6000990063343,554.523722077475,564.2157598676656,867525
2025-04-22,554.9193115234375,556.6995323394669,542.8537460280073,548.7876544472043,842884
2025-04-23,574.501220703125,580.3361940562494,557.3917375695917,561.6444199538499,1142744
2025-04-24,585.1823120117188,590.4239193234289,564.9081238272458,573.5123035683465,782453
2025-04-25,584.2298583984375,593.9521291459879,574.805196444471,591.4719549475757,850860
2025-04-28,579.86474609375,592.2656174815547,578.9718591333761,589.4878344009124,589427
2025-04-29,580.3607788085938,587.8013016138322,576.6901087811169,580.3607788085938,627763
2025-04-30,577.880615234375,586.710060013773,568.3567700878745,580.3607895486856,1065018
2025-05-02,604.0712280273438,604.4680195526756,584.3290179705375,590.2814358106449,903094
2025-05-05,601.9878540039062,605.6585238343397,597.9203926425046,603.7735672710795,344613
2025-05-06,596.72998046875,601.9879382612402,590.3807095733168,601.0951117782521,446975
2025-05-07,599.904541015625,604.2696112289932,596.0354450856801,596.2338711297257,553348
2025-05-08,625.5,632.0476363663821,611.2141708628135,617.2658328873879,868808
2025-05-09,621.8292846679688,632.6428687717683,620.1427540438261,628.1785550584598,728278
2025-05-12,661.6112670898438,662.9009455115278,634.2301086970973,634.9245695552735,931633
2025-05-13,678.2780151367188,678.2780151367188,656.6509094087434,668.4565016227742,718446
2025-05-14,681.155029296875,683.5360207885785,666.3732271518633,681.3534553463718,679128
2025-05-15,676.7899169921875,680.0637346769059,672.821638452862,677.5835605898276,582910
2025-05-16,663.099365234375,672.6232094665487,660.023913049207,666.670791683659,689718
2025-05-19,657.14697265625,659.2302947397169,650.004058932592,654.7659812313216,531935
2025-05-20,654.7659912109375,663.9922271586842,653.4763127324143,662.5041226332047,411683
2025-05-21,659.4287719726562,660.4208417181993,650.6985703221043,650.6985703221043,412545
2025-05-22,651.59130859375,655.9564391039338,643.654751703324,649.011951824811,502578
2025-05-23,637.5039672851562,656.5517177036729,627.583270249588,650.8969082831732,689460
2025-05-26,648.8136596679688,656.7502181960173,647.9207726131089,653.5755826745707,328640
2025-05-27,660.8175659179688,665.2818793177929,649.1111562242105,650.1032258686158,501399
2025-05-28,655.5596313476562,664.0914669121977,653.8731007842249,657.543770704369,642977
2025-05-29,660.222412109375,682.6431640176554,651.7898193175948,670.043926757901,570462
2025-05-30,648.71435546875,658.2381996991086,647.9206513236161,651.789747102207,1073415
2025-06-02,641.075439453125,642.7619700196844,631.4523514449945,632.8412732177206,455237
2025-06-03,647.9207153320312,650.1032808445166,630.063460222638,638.5952962166933,652773
2025-06-04,647.2262573242188,659.5278845289308,645.9365183513826,653.7738927274426,491742
2025-06-05,653.77392578125,659.6271611733393,646.0357943086324,652.8810388397013,506472
2025-06-06,662.3056640625,662.3056640625,651.7897501526336,652.6826370445257,375875
2025-06-09,674.7066040039062,680.0638048048786,651.9882433542325,652.7818870337128,629370
2025-06-10,679.07177734375,682.147169499871,665.281982918653,669.1510793547982,565806
2025-06-11,684.7265014648438,690.2820674217121,680.5597967216287,683.4368229981915,699041
2025-06-12,671.234375,679.8653940171405,668.4565917838635,675.1034712821731,597943
2025-06-13,659.3294677734375,667.5636943418577,655.0635803718154,659.4287110695051,795606
2025-06-16,664.785888671875,666.7700280925355,653.3770870030767,660.5200010276807,559446
2025-06-17,660.7183837890625,665.6787320157072,651.9881830203932,654.3691138385071,671356
2025-06-18,659.7263793945312,665.1827629835086,655.6589176668373,661.6113361275399,577865
2025-06-19,647.9207153320312,656.5517340784642,647.9207153320312,653.7739509494513,404576
2025-06-20,645.2421264648438,663.0993802169949,635.4206126807101,655.5596145242997,1504077
2025-06-23,663.39697265625,666.0755727632961,647.7222846369293,651.7897458931336,507238
2025-06-24,685.9170532226562,691.7702284498491,669.0518673779391,687.5043406111178,746884
2025-06-25,688.992431640625,703.2782600592417,688.6948228300562,694.4488151885349,724321
2025-06-26,672.0280151367188,687.4050949406783,666.4723886833217,686.0161731895472,635770
2025-06-27,677.0875854492188,682.3455428670233,673.912950227729,681.5518991994334,569491
2025-06-30,672.2263793945312,679.6669018666569,669.0518049139924,679.5677191208126,621961
2025-07-01,662.9009399414062,672.524027478094,658.2382005626889,670.2422188845277,472955
2025-07-02,672.2263793945312,673.4168751002967,649.0119856121752,660.8175782706052,545479
2025-07-03,671.7304077148438,675.5003212293788,658.03985718926,673.6153644721112,537338
2025-07-04,654.1707763671875,666.1747953693256,648.4167237369443,664.78587358593,517279
2025-07-07,666.2739868164062,670.6391177202441,652.3850110056319,654.5675764575509,615991
2025-07-08,673.51611328125,675.8970441235685,660.2223556782471,666.4723823971323,645323
2025-07-09,674.408935546875,677.8811793197491,666.8692304319416,669.6470133400156,479499
2025-07-10,684.5281372070312,688.0995641372234,674.012221928362,675.5995093304178,632659
2025-07-11,678.4765014648438,682.3455370178522,671.6311962194081,679.7661799825132,449981
2025-07-14,681.8494873046875,681.8494873046875,670.936720691034,675.797886403022,605828
2025-07-15,700.5004272460938,702.9310102472606,691.0757646077533,694.4488259829807,656049
2025-07-16,620.8372192382812,667.1668873152304,620.8372192382812,664.1906781524858,2374677
2025-07-17,645.0437622070312,647.7223626366384,627.2856894988319,636.8095954095317,1172305
2025-07-18,628.4761962890625,646.631060883003,626.5912395146247,640.2818507160506,721304
2025-07-21,619.150634765625,629.3690004434368,617.6625303136476,627.8808959914594,536600
2025-07-22,597.622802734375,612.6030307641897,596.9283418443357,611.1149262360176,932310
2025-07-23,601.7894287109375,610.6188728639455,598.2180021721513,599.2100718274949,914129
2025-07-24,611.0157470703125,616.3728870724641,604.0712592314603,604.1704419801354,804124
2025-07-25,600.1029663085938,609.3292021094605,598.0195836754127,606.3529931058824,932117
2025-07-28,624.970458984375,631.5355202553261,613.9293051224644,616.7144550351188,854784
2025-07-29,619.6985473632812,629.5461087569498,617.3112413552059,629.5461087569498,629988
2025-07-30,624.1747436523438,625.0699986450581,615.9187392651025,619.6985901122074,386563
2025-07-31,609.8510131835938,635.414834921329,607.7621658671005,632.9280830151624,908134
2025-08-01,591.846923828125,605.3748292309397,587.4702164092485,603.5843800911132,928237
2025-08-04,599.207763671875,602.1918659596598,594.9305018233437,597.0194098518228,462036
2025-08-05,593.9357299804688,604.0816886870452,589.1611790337589,602.490191942045,534786
2025-08-06,589.7581176757812,596.6215166415632,584.6851072627588,594.1347646876457,468137
2025-08-07,607.4637451171875,612.138850668703,596.8204352135366,601.0976361902241,686487
