,Close,High,Low,Open,Volume
2026-05-14,0.13380500674247742,0.1338219940662384,0.13378700613975525,0.1338140070438385,0
2026-05-15,0.13380199670791626,0.13381800055503845,0.13378100097179413,0.13380099833011627,0
2026-05-18,0.1337980031967163,0.13381299376487732,0.13374300301074982,0.13379999995231628,0
2026-05-19,0.13380999863147736,0.13381999731063843,0.13375599682331085,0.13380999863147736,0
2026-05-20,0.13381099700927734,0.13382300734519958,0.13376100361347198,0.13379999995231628,0
2026-05-21,0.13380800187587738,0.13381899893283844,0.13378000259399414,0.13380500674247742,0
2026-05-22,0.13381800055503845,0.13383300602436066,0.13377299904823303,0.13378800451755524,0
2026-05-25,0.13381299376487732,0.13384400308132172,0.1338060051202774,0.13381700217723846,0
2026-05-26,0.13383300602436066,0.13383999466896057,0.13377699255943298,0.13381999731063843,0
2026-05-27,0.13368000090122223,0.13370999693870544,0.13368000090122223,0.13369999825954437,0
